invoiceno,customerid,country,invoicemonth,totalinvoiceamount,totalitems,distinctproducts,highvaluebasket,log_totalinvoiceamount
573496,17841.0,United Kingdom,2011-10-01 00:00:00.000,489.95,314,98,1,6.196342289615299
573500,16931.0,United Kingdom,2011-10-01 00:00:00.000,198.52,133,38,1,5.295914481931726
573501,18055.0,United Kingdom,2011-10-01 00:00:00.000,991.7,370,62,1,6.900428503595676
573504,13983.0,United Kingdom,2011-10-01 00:00:00.000,398.04,125,8,1,5.989061662491672
573507,13651.0,United Kingdom,2011-10-01 00:00:00.000,79.2,32,5,0,4.384523514872469
573508,12552.0,Italy,2011-10-01 00:00:00.000,317.82,85,19,1,5.764626680205501
573509,16169.0,United Kingdom,2011-10-01 00:00:00.000,317.34,256,15,1,5.763119994001708
573510,14808.0,United Kingdom,2011-10-01 00:00:00.000,534.19,455,25,1,6.282621824035573
573511,12347.0,Iceland,2011-10-01 00:00:00.000,1294.32,676,47,1,7.166513047855516
573512,17951.0,United Kingdom,2011-10-01 00:00:00.000,599.04,396,11,1,6.39699631966069
573531,12909.0,United Kingdom,2011-10-01 00:00:00.000,321.32,244,6,1,5.775544840883092
573532,13145.0,United Kingdom,2011-10-01 00:00:00.000,118.8,24,1,1,4.785823685681349
573542,14702.0,United Kingdom,2011-10-01 00:00:00.000,281.78,234,22,1,5.644669210163695
573543,17777.0,United Kingdom,2011-10-01 00:00:00.000,242.85,160,59,1,5.496553282156062
573544,12856.0,United Kingdom,2011-10-01 00:00:00.000,356.14,187,36,1,5.878127861768979
573545,16969.0,United Kingdom,2011-10-01 00:00:00.000,171.45,76,10,1,5.15010733938285
573546,15974.0,United Kingdom,2011-10-01 00:00:00.000,547.14,398,27,1,6.306530728772529
573548,13680.0,United Kingdom,2011-10-01 00:00:00.000,692.45,417,61,1,6.541679139102344
573551,15044.0,United Kingdom,2011-10-01 00:00:00.000,838.42,282,52,1,6.732711177158412
573552,13203.0,United Kingdom,2011-10-01 00:00:00.000,396.38,330,25,1,5.984893001724943
573556,17675.0,United Kingdom,2011-10-01 00:00:00.000,764.32,334,25,1,6.640294047016802
573564,16127.0,United Kingdom,2011-10-01 00:00:00.000,656.25,323,40,1,6.488064463609991
573572,14527.0,United Kingdom,2011-10-01 00:00:00.000,272.67,54,24,1,5.611923000978106
573576,14096.0,United Kingdom,2011-10-01 00:00:00.000,4941.71,1265,434,1,8.505669042761276
573577,17396.0,United Kingdom,2011-10-01 00:00:00.000,495.0,300,3,1,6.206575926724928
573578,16018.0,United Kingdom,2011-10-01 00:00:00.000,247.0,146,13,1,5.5134287461649825
573579,15033.0,United Kingdom,2011-10-01 00:00:00.000,163.96,122,29,1,5.10570302026865
573581,14911.0,EIRE,2011-10-01 00:00:00.000,596.91,392,37,1,6.393440240951878
573582,16633.0,United Kingdom,2011-10-01 00:00:00.000,726.16,280,33,1,6.589146535849861
573583,14167.0,United Kingdom,2011-10-01 00:00:00.000,172.74,44,11,1,5.157559928831774
573584,16705.0,United Kingdom,2011-10-01 00:00:00.000,1976.58,628,39,1,7.589629153943624
573586,14704.0,United Kingdom,2011-10-01 00:00:00.000,15.0,1,1,0,2.772588722239781
573587,18257.0,United Kingdom,2011-10-01 00:00:00.000,242.38,128,12,1,5.494624007908654
573588,12588.0,Finland,2011-10-01 00:00:00.000,214.9,53,10,1,5.3748153375207615
573599,17924.0,United Kingdom,2011-10-01 00:00:00.000,447.3,236,6,1,6.105462651161393
573600,17924.0,United Kingdom,2011-10-01 00:00:00.000,145.92,96,2,1,4.989888220951467
573629,12522.0,Germany,2011-10-01 00:00:00.000,103.32,65,6,1,4.647463098178343
573632,15329.0,United Kingdom,2011-10-01 00:00:00.000,295.7,100,15,1,5.692721527296776
573656,12417.0,Belgium,2011-10-01 00:00:00.000,462.85,148,24,1,6.139561224099281
573665,13982.0,United Kingdom,2011-10-01 00:00:00.000,641.67,353,38,1,6.465631373210922
573666,15977.0,United Kingdom,2011-10-01 00:00:00.000,355.63,310,28,1,5.876698829764858
573695,15023.0,United Kingdom,2011-10-01 00:00:00.000,305.77,59,11,1,5.726098281139616
573744,17733.0,United Kingdom,2011-11-01 00:00:00.000,475.24,376,23,1,6.165921928845135
573745,17419.0,United Kingdom,2011-11-01 00:00:00.000,318.41,127,17,1,5.766475543994624
573746,13461.0,United Kingdom,2011-11-01 00:00:00.000,560.8,334,10,1,6.331145914670143
573747,13697.0,United Kingdom,2011-11-01 00:00:00.000,151.3,177,12,1,5.025852259901116
573748,14911.0,EIRE,2011-11-01 00:00:00.000,1212.67,624,51,1,7.101404106001767
573749,17389.0,United Kingdom,2011-11-01 00:00:00.000,307.32,84,9,1,5.731138204666056
573757,17166.0,United Kingdom,2011-11-01 00:00:00.000,78.75,21,2,0,4.378896741664954
573758,14345.0,United Kingdom,2011-11-01 00:00:00.000,108.98,50,6,1,4.700298531079668
573762,13758.0,United Kingdom,2011-11-01 00:00:00.000,326.22,158,11,1,5.7906327275549305
573763,17139.0,United Kingdom,2011-11-01 00:00:00.000,639.6,288,26,1,6.462405237175058
573768,12552.0,Italy,2011-11-01 00:00:00.000,120.0,3,1,1,4.795790545596741
573769,13292.0,United Kingdom,2011-11-01 00:00:00.000,329.37,214,17,1,5.800213238492865
573770,15214.0,United Kingdom,2011-11-01 00:00:00.000,183.2,96,12,1,5.216022123821206
573772,17377.0,United Kingdom,2011-11-01 00:00:00.000,151.5,76,24,1,5.0271645960474665
573773,13327.0,United Kingdom,2011-11-01 00:00:00.000,889.02,344,21,1,6.791243934383808
573774,16029.0,United Kingdom,2011-11-01 00:00:00.000,632.3,382,5,1,6.450944243522384
573775,13881.0,United Kingdom,2011-11-01 00:00:00.000,949.5,726,7,1,6.856988161928484
573776,13468.0,United Kingdom,2011-11-01 00:00:00.000,85.45,23,5,0,4.4595662121293
573777,13726.0,United Kingdom,2011-11-01 00:00:00.000,786.98,670,19,1,6.669472708825124
573778,18092.0,United Kingdom,2011-11-01 00:00:00.000,1350.9,474,14,1,7.20926628937036
573780,17503.0,United Kingdom,2011-11-01 00:00:00.000,340.43,213,23,1,5.833142679961908
573808,14419.0,United Kingdom,2011-11-01 00:00:00.000,173.71,69,34,1,5.163127456486353
573814,13268.0,United Kingdom,2011-11-01 00:00:00.000,413.41,461,56,1,6.02685582192825
573822,15527.0,United Kingdom,2011-11-01 00:00:00.000,641.1,281,21,1,6.464744054800002
573829,16830.0,United Kingdom,2011-11-01 00:00:00.000,325.91,264,23,1,5.789684903656904
573830,16960.0,United Kingdom,2011-11-01 00:00:00.000,148.96,76,22,1,5.010368591867711
573840,14866.0,United Kingdom,2011-11-01 00:00:00.000,772.44,396,5,1,6.6508480975151185
573841,14995.0,United Kingdom,2011-11-01 00:00:00.000,112.67,51,23,1,4.733299513698619
573846,14866.0,United Kingdom,2011-11-01 00:00:00.000,1374.26,570,8,1,7.22639808313433
573863,16825.0,United Kingdom,2011-11-01 00:00:00.000,456.48,208,17,1,6.125733167913016
573865,15311.0,United Kingdom,2011-11-01 00:00:00.000,358.59,173,18,1,5.88496449353449
573866,17495.0,United Kingdom,2011-11-01 00:00:00.000,342.59,150,20,1,5.839449086077734
573867,12674.0,France,2011-11-01 00:00:00.000,568.6,346,24,1,6.344934360097766
573868,12491.0,France,2011-11-01 00:00:00.000,460.4,260,25,1,6.134265345739653
573870,14485.0,United Kingdom,2011-11-01 00:00:00.000,162.8,70,44,1,5.098646171418969
573871,14426.0,United Kingdom,2011-11-01 00:00:00.000,600.22,530,14,1,6.398960924125226
573872,17243.0,United Kingdom,2011-11-01 00:00:00.000,360.72,180,18,1,5.89087043187228
573873,17346.0,United Kingdom,2011-11-01 00:00:00.000,192.53,104,31,1,5.26543253921226
573874,13868.0,United Kingdom,2011-11-01 00:00:00.000,507.54,464,32,1,6.231543875128394
573875,15018.0,United Kingdom,2011-11-01 00:00:00.000,204.87,95,14,1,5.327244901621217
573876,16360.0,United Kingdom,2011-11-01 00:00:00.000,516.76,385,116,1,6.249511814430072
573877,14432.0,United Kingdom,2011-11-01 00:00:00.000,109.8,60,4,1,4.707726774313183
573878,14243.0,United Kingdom,2011-11-01 00:00:00.000,175.4,124,8,1,5.172754143572691
573879,15039.0,United Kingdom,2011-11-01 00:00:00.000,137.97,53,19,1,4.9342580824984905
573886,14401.0,United Kingdom,2011-11-01 00:00:00.000,312.82,394,17,1,5.748819573130922
573887,16173.0,United Kingdom,2011-11-01 00:00:00.000,112.65,27,7,1,4.7331235502985525
573888,17696.0,United Kingdom,2011-11-01 00:00:00.000,370.12,433,21,1,5.916525460443488
573889,13571.0,United Kingdom,2011-11-01 00:00:00.000,213.82,201,38,1,5.369800468169901
573890,12748.0,United Kingdom,2011-11-01 00:00:00.000,27.8,8,8,0,3.3603753871419
573891,12682.0,France,2011-11-01 00:00:00.000,825.81,426,21,1,6.717574922557887
573892,14911.0,EIRE,2011-11-01 00:00:00.000,834.38,270,44,1,6.7278867111492495
573893,18270.0,United Kingdom,2011-11-01 00:00:00.000,171.2,60,6,1,5.14865659199363
573894,17812.0,United Kingdom,2011-11-01 00:00:00.000,43.47,17,13,0,3.794814804522605
573895,15423.0,United Kingdom,2011-11-01 00:00:00.000,43.5,101,2,0,3.7954891891721947
573896,13755.0,United Kingdom,2011-11-01 00:00:00.000,107.1,18,2,1,4.683056724645162
573897,16729.0,United Kingdom,2011-11-01 00:00:00.000,560.23,801,76,1,6.3301308036776565
573898,14562.0,United Kingdom,2011-11-01 00:00:00.000,193.38,57,17,1,5.269815006075325
573899,15847.0,United Kingdom,2011-11-01 00:00:00.000,208.59,101,13,1,5.345153241385068
573900,17668.0,United Kingdom,2011-11-01 00:00:00.000,161.85,31,8,1,5.092829531722242
573901,14191.0,United Kingdom,2011-11-01 00:00:00.000,294.58,296,22,1,5.6889395277864265
573902,17428.0,United Kingdom,2011-11-01 00:00:00.000,311.18,48,5,1,5.743579944530267
573903,14667.0,United Kingdom,2011-11-01 00:00:00.000,740.64,313,32,1,6.608863950229653
573904,14505.0,United Kingdom,2011-11-01 00:00:00.000,948.15,493,145,1,6.855566847236551
573905,16971.0,United Kingdom,2011-11-01 00:00:00.000,357.21,72,40,1,5.881119406601529
573906,16458.0,United Kingdom,2011-11-01 00:00:00.000,195.02,112,10,1,5.278216694841034
573907,13021.0,United Kingdom,2011-11-01 00:00:00.000,299.1,117,14,1,5.704115752446321
573908,17739.0,United Kingdom,2011-11-01 00:00:00.000,354.49,77,10,1,5.873497119452439
573909,17813.0,United Kingdom,2011-11-01 00:00:00.000,212.12,68,36,1,5.3618553873520245
573910,13969.0,United Kingdom,2011-11-01 00:00:00.000,422.1,258,8,1,6.047608557726022
573911,17315.0,United Kingdom,2011-11-01 00:00:00.000,186.05,120,11,1,5.231375960794155
573912,17888.0,United Kingdom,2011-11-01 00:00:00.000,37.5,30,1,0,3.6506582412937387
573913,17653.0,United Kingdom,2011-11-01 00:00:00.000,569.82,334,33,1,6.347073923531243
573914,14383.0,United Kingdom,2011-11-01 00:00:00.000,329.88,222,17,1,5.80175577188001
573915,15511.0,United Kingdom,2011-11-01 00:00:00.000,229.8,94,51,1,5.441551534633945
573917,18135.0,United Kingdom,2011-11-01 00:00:00.000,147.0,48,2,1,4.997212273764115
573918,17576.0,United Kingdom,2011-11-01 00:00:00.000,132.53,53,16,1,4.894326171695873
573921,16352.0,United Kingdom,2011-11-01 00:00:00.000,204.92,144,14,1,5.327487743847817
573922,14032.0,United Kingdom,2011-11-01 00:00:00.000,102.72,56,2,1,4.641694960670463
573923,17965.0,United Kingdom,2011-11-01 00:00:00.000,303.07,102,33,1,5.7172579380576245
573924,15065.0,United Kingdom,2011-11-01 00:00:00.000,299.38,202,17,1,5.705048339777434
573927,13890.0,United Kingdom,2011-11-01 00:00:00.000,282.2,72,15,1,5.6461533618195645
573928,16839.0,United Kingdom,2011-11-01 00:00:00.000,599.25,365,8,1,6.397346235101363
573930,17811.0,United Kingdom,2011-11-01 00:00:00.000,120.66,125,9,1,4.801230268892559
573931,16884.0,United Kingdom,2011-11-01 00:00:00.000,296.76,203,16,1,5.696287792893941
573932,17966.0,United Kingdom,2011-11-01 00:00:00.000,504.0,1400,7,1,6.22455842927536
573933,17135.0,United Kingdom,2011-11-01 00:00:00.000,85.0,1,1,0,4.454347296253507
573934,17719.0,United Kingdom,2011-11-01 00:00:00.000,307.14,110,19,1,5.730554225153629
573937,15830.0,United Kingdom,2011-11-01 00:00:00.000,576.0,415,39,1,6.3578422665081
573945,17663.0,United Kingdom,2011-11-01 00:00:00.000,211.47,103,9,1,5.358800801927547
573955,14216.0,United Kingdom,2011-11-01 00:00:00.000,459.8,242,30,1,6.132964109381682
573982,12901.0,United Kingdom,2011-11-01 00:00:00.000,306.0,360,1,1,5.726847747587197
573992,15275.0,United Kingdom,2011-11-01 00:00:00.000,615.14,498,41,1,6.4234742104382585
573993,16790.0,United Kingdom,2011-11-01 00:00:00.000,664.21,321,40,1,6.500102780278537
573994,17135.0,United Kingdom,2011-11-01 00:00:00.000,99.42,313,6,0,4.609361390606559
573995,16308.0,United Kingdom,2011-11-01 00:00:00.000,960.0,3000,1,1,6.8679744089702925
573996,16747.0,United Kingdom,2011-11-01 00:00:00.000,355.86,302,15,1,5.8773435480032825
573999,12779.0,Poland,2011-11-01 00:00:00.000,981.95,639,45,1,6.890558254153616
574009,15750.0,United Kingdom,2011-11-01 00:00:00.000,320.05,192,41,1,5.771596874240058
574011,16884.0,United Kingdom,2011-11-01 00:00:00.000,133.08,117,10,1,4.898436636733773
574012,12830.0,United Kingdom,2011-11-01 00:00:00.000,400.32,1152,2,1,5.994759114057412
574013,14285.0,United Kingdom,2011-11-01 00:00:00.000,300.6,140,5,1,5.709101636133801
574014,12415.0,Australia,2011-11-01 00:00:00.000,624.24,216,1,1,6.43813557602727
574015,15576.0,United Kingdom,2011-11-01 00:00:00.000,921.37,394,43,1,6.826946444575113
574016,18105.0,United Kingdom,2011-11-01 00:00:00.000,113.48,46,18,1,4.740400135248196
574017,16014.0,United Kingdom,2011-11-01 00:00:00.000,132.45,36,8,1,4.8937268758505335
574018,13477.0,United Kingdom,2011-11-01 00:00:00.000,90.96,48,4,0,4.521353699894981
574020,14673.0,United Kingdom,2011-11-01 00:00:00.000,304.68,206,18,1,5.722538803138645
574021,14434.0,United Kingdom,2011-11-01 00:00:00.000,310.8,92,3,1,5.742361956623676
574022,12594.0,Italy,2011-11-01 00:00:00.000,85.92,48,1,0,4.464988155388229
574023,14390.0,United Kingdom,2011-11-01 00:00:00.000,564.41,239,19,1,6.337551131696646
574024,17410.0,United Kingdom,2011-11-01 00:00:00.000,109.68,114,8,1,4.7066431549187255
574025,12748.0,United Kingdom,2011-11-01 00:00:00.000,261.89,903,29,1,5.571735693735869
574029,12955.0,United Kingdom,2011-11-01 00:00:00.000,994.8,720,37,1,6.903546434208082
574032,17754.0,United Kingdom,2011-11-01 00:00:00.000,523.46,381,22,1,6.262369161820452
574033,16558.0,United Kingdom,2011-11-01 00:00:00.000,302.0,98,17,1,5.713732805509369
574034,17841.0,United Kingdom,2011-11-01 00:00:00.000,458.14,178,85,1,6.129355174447425
574035,14606.0,United Kingdom,2011-11-01 00:00:00.000,113.01,60,17,1,4.736286163845628
574036,16607.0,United Kingdom,2011-11-01 00:00:00.000,313.2,249,19,1,5.750029725821521
574037,16043.0,United Kingdom,2011-11-01 00:00:00.000,97.5,161,8,0,4.590056548178043
574038,18164.0,United Kingdom,2011-11-01 00:00:00.000,399.65,184,24,1,5.99308822822408
574039,17800.0,United Kingdom,2011-11-01 00:00:00.000,127.3,66,9,1,4.8543712716215905
574040,14974.0,United Kingdom,2011-11-01 00:00:00.000,89.94,37,17,0,4.510199948396864
574041,15805.0,United Kingdom,2011-11-01 00:00:00.000,19.92,24,1,0,3.040705639196722
574042,17947.0,United Kingdom,2011-11-01 00:00:00.000,176.68,168,9,1,5.179984179586172
574043,16367.0,United Kingdom,2011-11-01 00:00:00.000,633.58,556,92,1,6.452963362736921
574044,16210.0,United Kingdom,2011-11-01 00:00:00.000,843.6,264,2,1,6.738863142499843
574045,13854.0,United Kingdom,2011-11-01 00:00:00.000,409.08,100,5,1,6.016352262615761
574046,15743.0,United Kingdom,2011-11-01 00:00:00.000,129.06,45,27,1,4.867995882441006
574047,13318.0,United Kingdom,2011-11-01 00:00:00.000,302.96,176,13,1,5.716896113801584
574048,13769.0,United Kingdom,2011-11-01 00:00:00.000,301.97,159,18,1,5.7136337907065755
574049,13316.0,United Kingdom,2011-11-01 00:00:00.000,1514.17,744,17,1,7.323282922869383
574050,13904.0,United Kingdom,2011-11-01 00:00:00.000,131.52,109,9,1,4.886733577431695
574051,14102.0,United Kingdom,2011-11-01 00:00:00.000,331.9,242,17,1,5.807842144580979
574052,16706.0,United Kingdom,2011-11-01 00:00:00.000,119.8,29,19,1,4.794136285500715
574053,16379.0,United Kingdom,2011-11-01 00:00:00.000,823.8,582,42,1,6.7151409327027505
574054,18104.0,United Kingdom,2011-11-01 00:00:00.000,754.64,362,38,1,6.627565072288651
574055,16525.0,United Kingdom,2011-11-01 00:00:00.000,863.04,434,12,1,6.761619064028712
574056,14646.0,Netherlands,2011-11-01 00:00:00.000,3949.66,2454,30,1,8.281637932545015
574058,14646.0,Netherlands,2011-11-01 00:00:00.000,449.28,216,1,1,6.109869611486603
574059,14646.0,Netherlands,2011-11-01 00:00:00.000,87.97,62,39,0,4.488299234256676
574060,16531.0,United Kingdom,2011-11-01 00:00:00.000,223.21,95,13,1,5.41258311267638
574062,17675.0,United Kingdom,2011-11-01 00:00:00.000,1183.9,640,45,1,7.077413661822694
574063,13271.0,United Kingdom,2011-11-01 00:00:00.000,211.49,240,79,1,5.358894928433641
574064,17434.0,United Kingdom,2011-11-01 00:00:00.000,313.74,214,18,1,5.7517469011727185
574066,13183.0,United Kingdom,2011-11-01 00:00:00.000,443.14,190,8,1,6.096139828046113
574067,14088.0,United Kingdom,2011-11-01 00:00:00.000,3962.85,1161,34,1,8.284971054168821
574068,12490.0,France,2011-11-01 00:00:00.000,633.44,291,22,1,6.452742720035359
574069,17735.0,United Kingdom,2011-11-01 00:00:00.000,562.71,343,30,1,6.334539934862767
574070,16748.0,United Kingdom,2011-11-01 00:00:00.000,339.0,198,16,1,5.8289456176102075
574071,12654.0,Germany,2011-11-01 00:00:00.000,171.23,64,11,1,5.148830792847655
574072,15414.0,United Kingdom,2011-11-01 00:00:00.000,385.3,238,16,1,5.956614269672236
574075,16365.0,United Kingdom,2011-11-01 00:00:00.000,281.21,116,13,1,5.64265147465197
574077,17999.0,United Kingdom,2011-11-01 00:00:00.000,190.05,125,51,1,5.252535173892909
574079,17595.0,United Kingdom,2011-11-01 00:00:00.000,155.8,84,33,1,5.054971107916307
574080,16348.0,United Kingdom,2011-11-01 00:00:00.000,195.24,76,23,1,5.279338399950234
574081,15804.0,United Kingdom,2011-11-01 00:00:00.000,362.43,270,27,1,5.8955867062145835
574082,16205.0,United Kingdom,2011-11-01 00:00:00.000,111.08,78,15,1,4.719212902028752
574084,14528.0,United Kingdom,2011-11-01 00:00:00.000,364.22,278,18,1,5.900499911733888
574085,17432.0,United Kingdom,2011-11-01 00:00:00.000,175.89,115,15,1,5.1755280704554165
574086,15651.0,United Kingdom,2011-11-01 00:00:00.000,304.78,185,11,1,5.722865889132468
574087,15651.0,United Kingdom,2011-11-01 00:00:00.000,114.2,56,5,1,4.746669748261791
574088,18044.0,United Kingdom,2011-11-01 00:00:00.000,340.2,128,18,1,5.832468815617524
574089,17611.0,United Kingdom,2011-11-01 00:00:00.000,300.1,162,20,1,5.707442435487688
574090,17442.0,United Kingdom,2011-11-01 00:00:00.000,326.87,236,20,1,5.792617188356692
574091,17086.0,United Kingdom,2011-11-01 00:00:00.000,302.22,454,22,1,5.714458614653435
574092,16684.0,United Kingdom,2011-11-01 00:00:00.000,5500.38,4074,21,1,8.61275424883905
574093,12437.0,France,2011-11-01 00:00:00.000,736.55,567,39,1,6.603333882526058
574096,13599.0,United Kingdom,2011-11-01 00:00:00.000,530.42,418,25,1,6.275552669049547
574097,12471.0,Germany,2011-11-01 00:00:00.000,725.72,377,29,1,6.588541258917194
574098,16337.0,United Kingdom,2011-11-01 00:00:00.000,151.05,87,10,1,5.024209414123374
574099,12808.0,Portugal,2011-11-01 00:00:00.000,202.3,80,12,1,5.314682720634301
574100,14098.0,United Kingdom,2011-11-01 00:00:00.000,147.35,104,21,1,4.999574346736831
574102,16128.0,United Kingdom,2011-11-01 00:00:00.000,278.52,110,9,1,5.633073846385746
574103,13636.0,United Kingdom,2011-11-01 00:00:00.000,302.57,253,22,1,5.715612226409778
574104,12615.0,France,2011-11-01 00:00:00.000,656.95,376,25,1,6.489128940596149
574107,13728.0,United Kingdom,2011-11-01 00:00:00.000,219.12,104,13,1,5.394172852191558
574138,12415.0,Australia,2011-11-01 00:00:00.000,375.24,192,4,1,5.930227237636792
574143,18041.0,United Kingdom,2011-11-01 00:00:00.000,120.0,174,11,1,4.795790545596741
574149,13709.0,United Kingdom,2011-11-01 00:00:00.000,774.9,293,46,1,6.654023645899904
574150,13709.0,United Kingdom,2011-11-01 00:00:00.000,92.38,32,4,0,4.536677189542791
574154,13709.0,United Kingdom,2011-11-01 00:00:00.000,216.99,119,13,1,5.384449190177324
574161,17816.0,United Kingdom,2011-11-01 00:00:00.000,6.24,3,2,0,1.979621206397625
574165,14815.0,United Kingdom,2011-11-01 00:00:00.000,226.92,284,14,1,5.428994690189652
